task,pool_size,actual_pool_size,repeat,gold_count,returned_count,positive_score_count,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
virtualhome-agent-planning,10000,10000,7,1,10,556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,10000,10000,7,1,10,70,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.125,0.31546487678572877,8
xlsx-recover-data,10000,10000,7,2,10,1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3d-scan-calc,10000,10000,8,1,10,920,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,10000,10000,8,5,10,596,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8539316501572937,1
azure-bgp-oscillation-route-leak,10000,10000,8,1,10,1215,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
citation-check,10000,10000,8,1,10,193,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
civ6-adjacency-optimizer,10000,10000,8,4,10,818,1.0,1.0,1.0,1.0,0.25,0.5,0.75,1.0,0.6804558477306826,1
court-form-filling,10000,10000,8,1,10,487,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.2890648263178879,10
crystallographic-wyckoff-position-analysis,10000,10000,8,2,10,1033,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419,6
dapt-intrusion-detection,10000,10000,8,2,10,824,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
data-to-d3,10000,10000,8,1,10,1352,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1111111111111111,0.3010299956639812,9
dialogue-parser,10000,10000,8,1,10,3629,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
dynamic-object-aware-egomotion,10000,10000,8,4,10,392,1.0,1.0,1.0,1.0,0.5,0.5,0.75,1.0,0.715696758318853,1
earthquake-phase-association,10000,10000,8,4,10,5,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,10000,10000,8,1,10,87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,10000,10000,8,1,10,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-ac-optimal-power-flow,10000,10000,8,3,10,951,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
energy-market-pricing,10000,10000,8,4,10,278,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.75369761125927,1
enterprise-information-search,10000,10000,8,1,10,1093,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
exceltable-in-ppt,10000,10000,8,2,10,523,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
exoplanet-detection-period,10000,10000,8,5,10,811,1.0,1.0,1.0,1.0,0.2,0.4,0.4,1.0,0.48522855511632257,1
financial-modeling-qa,10000,10000,8,2,10,831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
find-topk-similiar-chemicals,10000,10000,8,3,10,435,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
fix-build-agentops,10000,10000,8,4,10,1423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-google-auto,10000,10000,8,3,10,1064,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.4632423659320675,2
fix-druid-loophole-cve,10000,10000,8,2,10,981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,10000,10000,8,6,10,335,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.43292617940918415,1
fix-visual-stability,10000,10000,8,3,10,1032,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
flink-query,10000,10000,8,2,10,415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,10000,10000,8,3,10,1336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,10000,10000,8,1,10,1669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,10000,10000,8,3,10,322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,10000,10000,8,2,10,233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,10000,10000,8,3,10,692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,10000,10000,8,5,10,285,1.0,1.0,1.0,1.0,0.2,0.2,0.2,1.0,0.3391602052736161,1
invoice-fraud-detection,10000,10000,8,3,10,333,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
jax-computing-basics,10000,10000,8,1,10,25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.38685280723454163,5
jpg-ocr-stat,10000,10000,8,5,10,367,1.0,1.0,1.0,1.0,0.2,0.2,0.2,1.0,0.3391602052736161,1
lab-unit-harmonization,10000,10000,8,1,10,984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,10000,10000,8,4,10,931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
latex-formula-extraction,10000,10000,8,2,10,276,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1,0.17723928678404774,10
lean4-proof,10000,10000,8,2,10,10,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6240505200038379,2
manufacturing-codebook-normalization,10000,10000,8,1,10,651,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.38685280723454163,5
manufacturing-equipment-maintenance,10000,10000,8,2,10,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-fjsp-optimization,10000,10000,8,1,10,486,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.125,0.31546487678572877,8
mario-coin-counting,10000,10000,8,3,10,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mars-clouds-clustering,10000,10000,8,3,10,452,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
mhc-layer-impl,10000,10000,8,3,10,266,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
multilingual-video-dubbing,10000,10000,8,6,10,3309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
offer-letter-generator,10000,10000,8,1,10,601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,10000,10000,8,5,10,581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
paper-anonymizer,10000,10000,8,2,10,191,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
parallel-tfidf-search,10000,10000,8,3,10,506,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pddl-tpp-planning,10000,10000,8,1,10,557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,10000,10000,8,2,10,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pedestrian-traffic-counting,10000,10000,8,4,10,499,1.0,1.0,1.0,1.0,0.5,0.5,0.75,1.0,0.7087212693585175,1
pg-essay-to-audiobook,10000,10000,8,4,10,3512,0.0,1.0,1.0,1.0,0.25,0.25,0.75,0.3333333333333333,0.4517623092632536,3
powerlifting-coef-calc,10000,10000,8,3,10,50,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
pptx-reference-formatting,10000,10000,8,1,10,706,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
protein-expression-analysis,10000,10000,8,1,10,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
python-scala-translation,10000,10000,8,6,10,684,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.9714761565932641,1
quantum-numerical-simulation,10000,10000,8,1,10,94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,10000,10000,8,4,10,1130,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.24630238874073,2
react-performance-debugging,10000,10000,8,2,10,1261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,10000,10000,8,1,10,1242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,10000,10000,8,2,10,1093,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
scheduling-email-assistant,10000,10000,8,2,10,1274,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1111111111111111,0.18457569677956817,9
sec-financial-report,10000,10000,8,2,10,1913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
seismic-phase-picking,10000,10000,8,4,10,427,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6366824387328317,1
setup-fuzzing-py,10000,10000,8,3,10,457,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
shock-analysis-demand,10000,10000,8,1,10,1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,10000,10000,8,1,10,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,10000,10000,8,2,10,543,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,10000,10000,8,3,10,1208,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6105456988825855,1
speaker-diarization-subtitles,10000,10000,8,4,10,3465,0.0,1.0,1.0,1.0,0.25,0.25,0.5,0.3333333333333333,0.3080351663449861,3
spring-boot-jakarta-migration,10000,10000,8,5,10,256,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
suricata-custom-exfil,10000,10000,8,3,10,906,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041,1
syzkaller-ppdev-syzlang,10000,10000,8,3,10,253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,10000,10000,8,1,10,601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,10000,10000,8,2,10,566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,10000,10000,8,2,10,3549,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8315546295836225,1
travel-planning,10000,10000,8,6,10,1055,0.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.24239360997286483,3
trend-anomaly-causal-inference,10000,10000,8,4,10,1069,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.3191471544989227,4
video-filler-word-remover,10000,10000,8,3,10,302,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.4632423659320675,2
video-silence-remover,10000,10000,8,7,10,853,1.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,0.4123144993714363,1
video-tutorial-indexer,10000,10000,8,1,10,3395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,10000,10000,8,1,10,595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,10000,10000,8,1,10,78,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1111111111111111,0.3010299956639812,9
xlsx-recover-data,10000,10000,8,2,10,1235,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.125,0.19342640361727081,8
3d-scan-calc,10000,10000,9,1,10,954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,10000,10000,9,5,10,581,1.0,1.0,1.0,1.0,0.6,0.6,0.8,1.0,0.8297197050122157,1
azure-bgp-oscillation-route-leak,10000,10000,9,1,10,1189,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
citation-check,10000,10000,9,1,10,202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,10000,10000,9,4,10,772,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.75369761125927,1
court-form-filling,10000,10000,9,1,10,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crystallographic-wyckoff-position-analysis,10000,10000,9,2,10,1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dapt-intrusion-detection,10000,10000,9,2,10,838,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
data-to-d3,10000,10000,9,1,10,1341,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
dialogue-parser,10000,10000,9,1,10,3623,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
dynamic-object-aware-egomotion,10000,10000,9,4,10,372,1.0,1.0,1.0,1.0,0.5,0.5,0.75,1.0,0.7087212693585175,1
earthquake-phase-association,10000,10000,9,4,10,6,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,10000,10000,9,1,10,67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,10000,10000,9,1,10,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-ac-optimal-power-flow,10000,10000,9,3,10,939,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9217868789962071,1
energy-market-pricing,10000,10000,9,4,10,269,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,10000,10000,9,1,10,1103,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.38685280723454163,5
exceltable-in-ppt,10000,10000,9,2,10,542,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.125,0.19342640361727081,8
exoplanet-detection-period,10000,10000,9,5,10,763,1.0,1.0,1.0,1.0,0.4,0.4,0.6,1.0,0.6108377030333358,1
financial-modeling-qa,10000,10000,9,2,10,817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
find-topk-similiar-chemicals,10000,10000,9,3,10,407,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
fix-build-agentops,10000,10000,9,4,10,1457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-google-auto,10000,10000,9,3,10,1036,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
fix-druid-loophole-cve,10000,10000,9,2,10,984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,10000,10000,9,6,10,369,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.41039156802332444,1
fix-visual-stability,10000,10000,9,3,10,1040,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
flink-query,10000,10000,9,2,10,417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,10000,10000,9,3,10,1338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,10000,10000,9,1,10,1651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,10000,10000,9,3,10,317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,10000,10000,9,2,10,243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,10000,10000,9,3,10,687,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9060254355346823,1
hvac-control,10000,10000,9,5,10,268,1.0,1.0,1.0,1.0,0.2,0.2,0.2,1.0,0.3391602052736161,1
invoice-fraud-detection,10000,10000,9,3,10,335,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
jax-computing-basics,10000,10000,9,1,10,17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
jpg-ocr-stat,10000,10000,9,5,10,389,0.0,1.0,1.0,1.0,0.2,0.2,0.2,0.3333333333333333,0.16958010263680806,3
lab-unit-harmonization,10000,10000,9,1,10,1064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,10000,10000,9,4,10,945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
latex-formula-extraction,10000,10000,9,2,10,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lean4-proof,10000,10000,9,2,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
manufacturing-codebook-normalization,10000,10000,9,1,10,684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,10000,10000,9,2,10,1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-fjsp-optimization,10000,10000,9,1,10,519,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.2890648263178879,10
mario-coin-counting,10000,10000,9,3,10,389,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16716045496620227,6
mars-clouds-clustering,10000,10000,9,3,10,455,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
mhc-layer-impl,10000,10000,9,3,10,306,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
multilingual-video-dubbing,10000,10000,9,6,10,3323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
offer-letter-generator,10000,10000,9,1,10,608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,10000,10000,9,5,10,585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
paper-anonymizer,10000,10000,9,2,10,162,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
parallel-tfidf-search,10000,10000,9,3,10,501,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pddl-tpp-planning,10000,10000,9,1,10,568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,10000,10000,9,2,10,281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pedestrian-traffic-counting,10000,10000,9,4,10,545,1.0,1.0,1.0,1.0,0.25,0.5,0.75,1.0,0.6542448095688422,1
pg-essay-to-audiobook,10000,10000,9,4,10,3542,0.0,1.0,1.0,1.0,0.25,0.25,0.5,0.5,0.369453583111095,2
powerlifting-coef-calc,10000,10000,9,3,10,51,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757,4
pptx-reference-formatting,10000,10000,9,1,10,762,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.125,0.31546487678572877,8
protein-expression-analysis,10000,10000,9,1,10,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
python-scala-translation,10000,10000,9,6,10,654,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.9372375429818209,1
quantum-numerical-simulation,10000,10000,9,1,10,98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,10000,10000,9,4,10,1159,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,10000,10000,9,2,10,1328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,10000,10000,9,1,10,1277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,10000,10000,9,2,10,1017,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
scheduling-email-assistant,10000,10000,9,2,10,1251,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419,6
sec-financial-report,10000,10000,9,2,10,1896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,10000,10000,9,4,10,469,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6366824387328317,1
setup-fuzzing-py,10000,10000,9,3,10,451,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
shock-analysis-demand,10000,10000,9,1,10,1155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,10000,10000,9,1,10,851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,10000,10000,9,2,10,545,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
software-dependency-audit,10000,10000,9,3,10,1151,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6049306994552042,1
speaker-diarization-subtitles,10000,10000,9,4,10,3381,0.0,1.0,1.0,1.0,0.25,0.25,0.75,0.5,0.5028746730079328,2
spring-boot-jakarta-migration,10000,10000,9,5,10,290,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
suricata-custom-exfil,10000,10000,9,3,10,900,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,10000,10000,9,3,10,268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,10000,10000,9,1,10,592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,10000,10000,9,2,10,597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,10000,10000,9,2,10,3422,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8315546295836225,1
travel-planning,10000,10000,9,6,10,1140,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.3026024134988135,1
trend-anomaly-causal-inference,10000,10000,9,4,10,998,0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.25,0.298254219601818,4
video-filler-word-remover,10000,10000,9,3,10,332,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.4776237035032179,2
video-silence-remover,10000,10000,9,7,10,892,0.0,1.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5,0.383435894248366,2
video-tutorial-indexer,10000,10000,9,1,10,3400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,10000,10000,9,1,10,604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,10000,10000,9,1,10,78,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.125,0.31546487678572877,8
xlsx-recover-data,10000,10000,9,2,10,1260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3d-scan-calc,10000,10000,10,1,10,1001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,10000,10000,10,5,10,615,1.0,1.0,1.0,1.0,0.4,0.6,0.8,1.0,0.7972541056822071,1
azure-bgp-oscillation-route-leak,10000,10000,10,1,10,1194,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
citation-check,10000,10000,10,1,10,203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,10000,10000,10,4,10,796,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.7365896932159578,1
court-form-filling,10000,10000,10,1,10,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crystallographic-wyckoff-position-analysis,10000,10000,10,2,10,1000,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.125,0.19342640361727081,8
dapt-intrusion-detection,10000,10000,10,2,10,803,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
data-to-d3,10000,10000,10,1,10,1292,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
dialogue-parser,10000,10000,10,1,10,3660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,10000,10000,10,4,10,364,1.0,1.0,1.0,1.0,0.25,0.5,0.75,1.0,0.6975637657739948,1
earthquake-phase-association,10000,10000,10,4,10,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,10000,10000,10,1,10,92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,10000,10000,10,1,10,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-ac-optimal-power-flow,10000,10000,10,3,10,937,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6719882468370725,2
energy-market-pricing,10000,10000,10,4,10,286,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,10000,10000,10,1,10,1130,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.2890648263178879,10
exceltable-in-ppt,10000,10000,10,2,10,532,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.2,0.23719771276929622,5
exoplanet-detection-period,10000,10000,10,5,10,782,1.0,1.0,1.0,1.0,0.2,0.2,0.4,1.0,0.4599715079731103,1
financial-modeling-qa,10000,10000,10,2,10,824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
find-topk-similiar-chemicals,10000,10000,10,3,10,410,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,10000,10000,10,4,10,1457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-google-auto,10000,10000,10,3,10,1063,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-druid-loophole-cve,10000,10000,10,2,10,1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
